"uniqueID","chainstree","chainstree2","chainstree3","chainstree4","No tree","Oak","No data","Water","Hickory","Cherry","Elm","Walnut","Maple","Ash","Poplar","NA","Unknown tree","Ironwood","Basswood","No tree_dist","Oak_dist","No data_dist","Water_dist","Hickory_dist","Cherry_dist","Elm_dist","Walnut_dist","Maple_dist","Ash_dist","Poplar_dist","NA_dist","Unknown tree_dist","Ironwood_dist","Basswood_dist"
309,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,31,38,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"34.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,45,80,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"62.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,88,54,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,49,137,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,28,57,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"42.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,37,69,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,36,84,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,22.5,98,"27","126",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"68.375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,60,305,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"182.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,63,58.5,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,0,0,0,NA,"58.5",NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
331,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,18,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,26,31,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"28.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,320,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,21,52,"89","200",0,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,NA,"113.666666666667",NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
347,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,15,58,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"36.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,30,14,NA,NA,0,0,0,0,0,0,1,0,1,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,30,NA,14,NA,NA,NA,NA,NA,NA
353,368,470,"427",NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"421.666666666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,68,3,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"68",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,144,250,"246","162",0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"219.333333333333",NA,NA,"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,80,106,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,146,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,57,107,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,208,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,79,168,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"123.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,43,45,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"43",NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,19,22,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"20.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,52,97,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"74.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,90,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,220,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,265,395,NA,NA,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,"330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,150,62,"78","96",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"96.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,115,150,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"132.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,94,30,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,20,12,"80","52",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,17,62,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"39.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,34,59,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"59",NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,387,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,117,94,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"105.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,45,42,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"43.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,20,70,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,29,33,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,122,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,445,100,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"445",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,96,275,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"185.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,141,200,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"170.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,34,55,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"44.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,15,76,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"45.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,203,320,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"261.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,121,8,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"64.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,32,50,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,50,86,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,326,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,113,66,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"89.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,121,210,"209","239",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"194.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,66,37,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"51.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,112,101,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"106.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,101,137,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,153,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,35,125,"64",NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"74.6666666666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,25,69,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,19,13,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,15,94,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"54.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,65,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,134,84,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,14,46,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,37,122,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"79.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,74,61,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"67.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,45,47,"82",NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,294,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
